Incident_ID,Date,Country,Attack_Type,Severity,Affected_Users,Downtime_Hours,Financial_Loss,Status
INC0353,2024-02-28,USA,Data Breach,Low,2803,36.96,14560.29,Resolved
INC0354,2023-03-26,Canada,Ransomware,Medium,4543,61.89,10759.33,Open
INC0355,2024-12-24,India,Ransomware,Medium,3204,68.1,16061.9,Open
INC0356,2024-03-01,UK,Phishing,High,3021,36.19,308432.64,Resolved
INC0357,2023-10-17,USA,Ransomware,Medium,3167,18.9,10718.05,Open
INC0358,2023-02-16,Canada,Malware,Critical,3043,28.74,499394.53,Resolved
INC0359,2023-10-01,Australia,Data Breach,Medium,2132,57.46,13783.66,Resolved
INC0360,2024-01-06,India,Ransomware,Low,1052,65.02,9555.16,Open
INC0361,2024-12-31,Germany,Data Breach,Medium,3808,40.01,7452.93,Open
INC0362,2023-03-02,Australia,Data Breach,High,698,18.19,10146.98,Resolved
INC0363,2023-09-05,Canada,Phishing,Medium,3868,43.16,10775.22,Resolved
INC0364,2023-12-26,Germany,Malware,Medium,1223,59.38,19978.5,Resolved
INC0365,2024-05-31,India,Phishing,Medium,3214,7.91,9175.93,Resolved
INC0366,2024-02-02,UK,Phishing,High,3185,16.53,316319.16,Open
INC0367,2024-07-05,UK,DDoS,Medium,1500,8.99,7821.87,Open
INC0368,2024-06-07,Australia,Ransomware,Medium,4707,71.73,12691.07,Open
INC0369,2023-01-24,Canada,Malware,Low,21,23.55,16315.09,Open
INC0370,2024-05-08,Canada,Ransomware,Critical,484,51.66,122560.27,Resolved
INC0371,2024-06-10,Australia,DDoS,Medium,4601,56.38,16024.03,Open
INC0372,2024-05-31,Germany,Ransomware,Low,3611,45.67,15795.63,Open
INC0373,2023-03-08,Canada,DDoS,High,1230,55.47,368761.62,Resolved
INC0374,2023-04-04,UK,Malware,Medium,4424,35.31,9312.37,Resolved
INC0375,2024-03-29,Canada,Malware,High,3381,51.44,85543.65,Open
INC0376,2024-10-01,Germany,Phishing,Critical,2189,13.72,88938.89,Resolved
INC0377,2023-02-25,Germany,Ransomware,Low,3747,22.34,3456.85,Resolved
INC0378,2023-09-09,Canada,DDoS,Critical,1091,4.09,186676.46,Resolved
INC0379,2023-08-25,Australia,Ransomware,Critical,1982,38.7,3186.94,Open
INC0380,2024-10-06,UK,Malware,Low,4566,37.28,2708.91,Open
INC0381,2023-07-21,Canada,DDoS,Critical,4218,41.76,101792.69,Open
INC0382,2023-06-26,India,Ransomware,Low,2396,58.08,16741.72,Open
INC0383,2023-02-11,UK,DDoS,Low,3622,14.84,1549.46,Resolved
INC0384,2024-05-05,Australia,DDoS,High,3408,19.91,103024.76,Resolved
INC0385,2023-12-31,USA,Phishing,Critical,2906,62.55,400067.05,Resolved
INC0386,2023-11-09,Australia,Phishing,High,4619,3.62,418034.36,Resolved
INC0387,2024-07-23,USA,Data Breach,Medium,52,29.08,17895.09,Resolved
INC0388,2023-07-04,Germany,Ransomware,Low,1724,11.78,9492.48,Open
INC0389,2024-09-05,Canada,Phishing,High,4693,38.72,295715.09,Resolved
INC0390,2024-11-04,Australia,DDoS,Low,3485,2.27,4815.73,Resolved
INC0391,2024-10-30,Canada,DDoS,Low,291,55.03,2341.54,Open
INC0392,2024-09-16,USA,Data Breach,Medium,93,25.83,18875.18,Resolved
INC0393,2023-11-10,USA,DDoS,Critical,306,11.61,215349.66,Resolved
INC0394,2024-10-09,Germany,DDoS,Low,2522,53.32,18490.32,Open
INC0395,2024-06-21,Germany,Phishing,Low,385,16.41,19744.35,Resolved
INC0396,2024-09-29,USA,Phishing,Low,4623,47.86,4011.1,Resolved
INC0397,2023-05-12,Australia,Phishing,Critical,947,29.25,54311.49,Open
INC0398,2024-11-23,Canada,Phishing,High,3968,19.09,419526.15,Resolved
INC0399,2023-02-06,Germany,Data Breach,High,1900,22.52,185827.85,Resolved
INC0400,2023-03-28,Australia,Ransomware,Critical,2954,52.85,33419.0,Open
INC0401,2023-07-25,Australia,Ransomware,Critical,2342,65.5,196070.86,Resolved
INC0402,2024-09-27,Canada,Malware,High,4848,55.25,190193.47,Open
INC0403,2023-07-08,India,Data Breach,Critical,355,61.88,469599.82,Open
INC0404,2023-08-02,USA,DDoS,Medium,4415,9.59,4460.19,Resolved
INC0405,2023-12-21,Germany,Ransomware,Critical,2674,61.89,415483.27,Open
INC0406,2024-06-06,India,Malware,Low,3126,57.27,6811.06,Open
INC0407,2023-06-27,Canada,Data Breach,Medium,3112,48.33,18412.46,Resolved
INC0408,2024-09-09,UK,Malware,High,2044,41.98,94733.25,Resolved
INC0409,2024-01-20,UK,DDoS,Low,1536,39.24,2408.5,Resolved
INC0410,2023-04-05,Germany,Phishing,High,2328,67.88,73306.42,Open
INC0411,2024-05-22,Australia,Data Breach,High,2904,49.15,368440.1,Open
INC0412,2024-06-01,India,Ransomware,Critical,1513,33.12,155328.21,Resolved
INC0413,2023-10-08,Australia,DDoS,Critical,1566,68.8,21947.73,Open
INC0414,2023-02-04,Australia,Data Breach,Critical,1262,38.82,483341.57,Resolved
INC0415,2024-02-09,Germany,Data Breach,Critical,2592,20.78,161096.16,Open
INC0416,2024-03-03,Germany,Data Breach,High,3524,21.28,492781.36,Resolved
INC0417,2023-10-04,USA,Phishing,Low,2930,25.46,12214.98,Open
INC0418,2023-05-19,USA,Malware,Medium,224,18.87,2967.53,Open
INC0419,2024-09-10,Australia,Ransomware,Medium,4286,28.46,14658.15,Open
INC0420,2024-07-12,USA,Ransomware,High,3448,42.07,90630.4,Open
INC0421,2023-05-17,India,Malware,Low,4845,25.68,6877.64,Resolved
INC0422,2024-10-05,Germany,Ransomware,Medium,2116,27.14,5445.17,Resolved
INC0423,2024-08-15,Germany,Ransomware,Medium,1896,44.31,1195.95,Open
INC0424,2024-03-27,Germany,Ransomware,Low,4617,36.51,17364.89,Resolved
INC0425,2024-12-17,Germany,Malware,Low,4852,18.13,3112.68,Resolved
INC0426,2024-05-19,India,Phishing,Medium,4172,29.64,8556.24,Resolved
INC0427,2024-12-05,Australia,Data Breach,Low,99,61.69,13109.62,Resolved
INC0428,2024-04-24,Germany,Malware,Medium,4276,36.54,19935.98,Open
INC0429,2024-10-16,UK,Malware,Medium,3512,6.59,3068.44,Resolved
INC0430,2023-10-07,Germany,DDoS,Low,3630,50.52,15747.71,Open
INC0431,2024-08-11,UK,Phishing,Low,347,19.0,6547.38,Resolved
INC0432,2024-05-19,Germany,Ransomware,Critical,1414,55.37,309939.25,Resolved
INC0433,2023-09-14,UK,Data Breach,Low,3318,55.16,11682.28,Open
INC0434,2023-06-08,India,DDoS,Low,1842,52.45,5234.18,Resolved
INC0435,2023-06-24,Canada,Ransomware,Critical,2346,30.58,485605.28,Open
INC0436,2023-07-27,USA,DDoS,High,2627,48.44,286762.79,Resolved
INC0437,2023-06-19,India,Phishing,Low,2087,40.27,14026.03,Resolved
INC0438,2023-06-08,Canada,Malware,Low,4233,16.33,10259.54,Resolved
INC0439,2023-05-09,UK,Ransomware,Critical,4986,35.57,411283.12,Open
INC0440,2024-01-02,Canada,DDoS,Low,168,40.22,8064.51,Open
INC0441,2024-05-18,Germany,Data Breach,Critical,57,40.65,387907.64,Resolved
INC0442,2023-07-23,Germany,Ransomware,Medium,439,66.66,3673.04,Resolved
INC0443,2023-10-12,India,Ransomware,Medium,3518,33.6,17144.01,Resolved
INC0444,2023-01-12,USA,Phishing,Low,1938,39.84,17401.44,Open
INC0445,2023-05-15,Australia,Ransomware,Medium,460,18.69,10416.48,Resolved
INC0446,2024-07-28,Australia,DDoS,Medium,2785,17.97,9538.46,Resolved
INC0447,2024-02-10,Germany,Malware,Critical,1204,45.86,256108.25,Open
INC0448,2024-08-06,Germany,Ransomware,High,1418,32.09,236367.53,Resolved
INC0449,2023-04-07,USA,DDoS,Critical,4256,9.48,63119.61,Open
INC0450,2024-08-19,Australia,Phishing,Low,1785,19.99,8545.64,Resolved
INC0451,2024-04-10,UK,Ransomware,Medium,3755,41.66,15808.73,Open
INC0452,2023-06-25,UK,Malware,High,524,15.19,107610.99,Resolved
INC0453,2024-11-10,India,Phishing,High,3684,54.02,93631.78,Open
INC0454,2023-05-25,Australia,Malware,Medium,4318,16.55,18861.62,Resolved
INC0455,2023-11-07,USA,Phishing,Critical,3141,3.56,355195.81,Resolved
INC0456,2024-03-31,Canada,Phishing,Medium,3254,57.81,19899.55,Open
INC0457,2023-11-27,Germany,Phishing,High,3246,19.6,390658.17,Open
INC0458,2023-08-21,UK,Ransomware,Medium,102,59.94,4100.89,Resolved
INC0459,2023-07-07,Canada,Phishing,Low,1169,7.02,2367.18,Resolved
INC0460,2023-03-11,Germany,Malware,High,4586,56.95,373252.94,Resolved
INC0461,2024-08-01,Germany,DDoS,Medium,149,40.36,17052.52,Open
INC0462,2024-10-17,Germany,Phishing,High,3582,29.85,295865.79,Resolved
INC0463,2023-04-28,India,Data Breach,High,1002,4.93,25291.73,Open
INC0464,2024-01-26,USA,Ransomware,Low,3746,55.15,15931.56,Resolved
INC0465,2024-03-27,India,Data Breach,High,865,17.41,138986.11,Resolved
INC0466,2023-11-13,Australia,Data Breach,Critical,4171,44.74,224553.77,Open
INC0467,2024-06-19,Canada,Data Breach,Medium,4578,14.96,17687.02,Open
INC0468,2024-11-21,UK,Data Breach,Medium,974,44.91,19635.44,Resolved
INC0469,2024-05-21,Canada,Malware,Medium,844,25.01,13399.24,Resolved
INC0470,2023-07-09,Canada,Data Breach,Low,745,48.82,17502.11,Resolved
INC0471,2023-10-19,USA,Phishing,Low,3179,3.5,12615.58,Resolved
INC0472,2024-01-14,Germany,Data Breach,High,2330,25.71,459036.92,Resolved
INC0473,2024-11-29,Germany,DDoS,Low,2900,42.06,17014.11,Resolved
INC0474,2024-06-18,UK,Ransomware,Medium,1557,51.43,9559.61,Open
INC0475,2024-11-20,Australia,DDoS,Critical,1028,49.68,269017.47,Resolved
INC0476,2024-01-06,Canada,DDoS,High,1351,34.96,478083.01,Resolved
INC0477,2024-06-02,Australia,Malware,Medium,2065,57.59,9367.1,Open
INC0478,2024-08-23,Australia,Phishing,Medium,3965,27.91,17732.22,Resolved
INC0479,2024-11-15,Canada,Data Breach,Low,2530,1.37,18594.07,Resolved
INC0480,2024-02-08,Germany,Data Breach,Low,4615,63.36,14704.04,Resolved
INC0481,2024-06-03,Canada,Phishing,High,1012,44.83,135692.8,Open
INC0482,2024-01-18,Canada,DDoS,Critical,4792,28.55,71185.03,Open
INC0483,2024-02-15,Canada,DDoS,Low,1402,54.65,15105.62,Resolved
INC0484,2023-04-25,India,Data Breach,High,2323,9.4,16251.81,Resolved
INC0485,2024-09-29,Canada,DDoS,Medium,1876,45.04,11781.29,Resolved
INC0486,2024-10-12,India,Ransomware,Critical,1574,4.99,167214.89,Resolved
INC0487,2023-04-18,USA,DDoS,Low,3541,62.88,18402.89,Resolved
INC0488,2023-05-02,India,Ransomware,Medium,2189,53.0,18134.65,Open
INC0489,2024-04-29,India,Phishing,Low,1210,1.35,10121.39,Resolved
INC0490,2023-08-07,Canada,Data Breach,Low,3053,3.59,5180.6,Open
INC0491,2023-02-18,USA,Data Breach,High,1624,65.04,81097.87,Resolved
INC0492,2024-09-07,Canada,DDoS,Critical,1842,52.84,305907.48,Resolved
INC0493,2023-09-28,Australia,Malware,Medium,1029,62.15,18918.69,Open
INC0494,2024-11-16,Australia,Phishing,Medium,314,24.51,13696.21,Open
INC0495,2024-01-16,UK,Data Breach,Medium,2880,10.37,16350.91,Open
INC0496,2024-08-16,Germany,DDoS,Low,2872,46.58,1178.87,Open
INC0497,2024-10-19,UK,DDoS,Low,2466,6.16,19811.63,Resolved
INC0498,2023-08-14,USA,Malware,Low,3468,30.59,8515.09,Resolved
INC0499,2024-05-05,UK,Phishing,High,1599,3.09,32499.6,Open
INC0500,2023-10-26,USA,Ransomware,Critical,1672,17.57,61276.82,Open
